uri,ref_id,level,title,instances
/repositories/4/archival_objects/732778,AC107.07_c48,file,"Zacharioudakis, Emmanouil S.",/repositories/4/top_containers/63763: box 2003 787 ; 
/repositories/4/archival_objects/732779,AC107.07_c49,file,"Zika, Fotini",/repositories/4/top_containers/63763: box 2003 787 ; 
/repositories/4/archival_objects/732780,AC107.07_c50,file,"Antonaras, Anastasios",/repositories/4/top_containers/63764: box 2004 788 ; 
/repositories/4/archival_objects/732781,AC107.07_c51,file,"Athanassoglou-Kallmyer, Nina",/repositories/4/top_containers/63764: box 2004 788 ; 
/repositories/4/archival_objects/732782,AC107.07_c52,file,"Baker, Julian",/repositories/4/top_containers/63764: box 2004 788 ; 
/repositories/4/archival_objects/732783,AC107.07_c53,file,"Chatziioannou, Maria",/repositories/4/top_containers/63692: box 2004 789 ; 
/repositories/4/archival_objects/732784,AC107.07_c54,file,"Davis, John",/repositories/4/top_containers/63950: box 2004 790 ; 
/repositories/4/archival_objects/732785,AC107.07_c55,file,"Dimitrakaki, Angela",/repositories/4/top_containers/63950: box 2004 790 ; 
/repositories/4/archival_objects/732786,AC107.07_c56,file,"Doumas, Christos",/repositories/4/top_containers/63950: box 2004 790 ; 
/repositories/4/archival_objects/732787,AC107.07_c57,file,"Exertzoglou, Charilaos",/repositories/4/top_containers/63617: box 2004 791 ; 
/repositories/4/archival_objects/732788,AC107.07_c58,file,"Farinou-Malamartari, Georgia",/repositories/4/top_containers/63617: box 2004 791 ; 
/repositories/4/archival_objects/732789,AC107.07_c59,file,"Filippaki, Eleni",/repositories/4/top_containers/63617: box 2004 791 ; 
/repositories/4/archival_objects/732790,AC107.07_c60,file,"Georgantzoglou, Nikolaos",/repositories/4/top_containers/63617: box 2004 791 ; 
/repositories/4/archival_objects/732791,AC107.07_c61,file,"Karagianni, Flora",/repositories/4/top_containers/63765: box 2004 793 ; 
/repositories/4/archival_objects/732792,AC107.07_c62,file,"Kirin, Asen",/repositories/4/top_containers/63765: box 2004 793 ; 
/repositories/4/archival_objects/732793,AC107.07_c63,file,"Kotsifou, Chrisi",/repositories/4/top_containers/63765: box 2004 793 ; 
/repositories/4/archival_objects/732794,AC107.07_c64,file,"Lampropoulos, Apostolos",/repositories/4/top_containers/63765: box 2004 793 ; 
/repositories/4/archival_objects/732795,AC107.07_c65,file,"Papadatou, Daphne",/repositories/4/top_containers/63911: box 2004 796 ; 
/repositories/4/archival_objects/732796,AC107.07_c66,file,"Rotman, Youval",/repositories/4/top_containers/63912: box 2004 797 ; 
/repositories/4/archival_objects/732797,AC107.07_c67,file,"Schaefer, Christian",/repositories/4/top_containers/63912: box 2004 797 ; 
/repositories/4/archival_objects/732798,AC107.07_c68,file,"Stefanidis, Ioannis",/repositories/4/top_containers/63913: box 2004 798 ; 
/repositories/4/archival_objects/732799,AC107.07_c69,file,"Stergiou, Stavroula",/repositories/4/top_containers/63913: box 2004 798 ; 
/repositories/4/archival_objects/732800,AC107.07_c70,file,"Tietz, Werner",/repositories/4/top_containers/63766: box 2004 799 ; 
/repositories/4/archival_objects/732801,AC107.07_c71,file,"Traganou, Georgia",/repositories/4/top_containers/63766: box 2004 799 ; 
/repositories/4/archival_objects/732802,AC107.07_c72,file,"Tsilenis, Savvas",/repositories/4/top_containers/63766: box 2004 799 ; 
/repositories/4/archival_objects/732803,AC107.07_c73,file,"Varouxakis, Georgios",/repositories/4/top_containers/63766: box 2004 799 ; 
/repositories/4/archival_objects/732804,AC107.07_c74,file,"Voutsakis, Vasileios",/repositories/4/top_containers/63766: box 2004 799 ; 
/repositories/4/archival_objects/732805,AC107.07_c75,file,"Woodfin, Warren",/repositories/4/top_containers/63859: box 2004 800 ; 
/repositories/4/archival_objects/732806,AC107.07_c76,file,"Abrams Rebillard, Suzanne",/repositories/4/top_containers/63619: box 2005 802 ; 
/repositories/4/archival_objects/732807,AC107.07_c77,file,"Anagnostu, Georgios",/repositories/4/top_containers/63619: box 2005 802 ; 
/repositories/4/archival_objects/732808,AC107.07_c78,file,"Bakalova-Lazariva, Elka",/repositories/4/top_containers/63619: box 2005 802 ; 
/repositories/4/archival_objects/732809,AC107.07_c79,file,"Balasopoulos, Antonios",/repositories/4/top_containers/63619: box 2005 802 ; 
/repositories/4/archival_objects/732810,AC107.07_c80,file,"Bredenkamp, Francois",/repositories/4/top_containers/63860: box 2005 803 ; 
/repositories/4/archival_objects/732811,AC107.07_c81,file,"Cameron, Averil",/repositories/4/top_containers/63860: box 2005 803 ; 
/repositories/4/archival_objects/732812,AC107.07_c82,file,"Chehab, May",/repositories/4/top_containers/63572: box 2005 804 ; 
/repositories/4/archival_objects/732813,AC107.07_c83,file,"De Lange, Nicholas",/repositories/4/top_containers/63572: box 2005 804 ; 
/repositories/4/archival_objects/732814,AC107.07_c84,file,"Evangelatou, Maria",/repositories/4/top_containers/63861: box 2005 805 ; 
/repositories/4/archival_objects/732815,AC107.07_c85,file,"Fouskas, Vassilios",/repositories/4/top_containers/63861: box 2005 805 ; 
/repositories/4/archival_objects/732816,AC107.07_c86,file,"Gray, Patrick",/repositories/4/top_containers/63951: box 2005 806 ; 
/repositories/4/archival_objects/732817,AC107.07_c87,file,"Grigoropoulou, Vasiliki",/repositories/4/top_containers/63951: box 2005 806 ; 
/repositories/4/archival_objects/732818,AC107.07_c88,file,"Karaulashvili, Irma",/repositories/4/top_containers/63620: box 2005 807 ; 
/repositories/4/archival_objects/732819,AC107.07_c89,file,"Kazamias, Alexander",/repositories/4/top_containers/63620: box 2005 807 ; 
/repositories/4/archival_objects/732820,AC107.07_c90,file,"Kontogiannis, Nikolaos",/repositories/4/top_containers/63768: box 2005 808 ; 
/repositories/4/archival_objects/732821,AC107.07_c91,file,"Kyprianos, Pantelis",/repositories/4/top_containers/63768: box 2005 808 ; 
/repositories/4/archival_objects/732822,AC107.07_c92,file,"Lidov, Alexei",/repositories/4/top_containers/63768: box 2005 808 ; 
/repositories/4/archival_objects/732823,AC107.07_c93,file,"Mackridge, Peter",/repositories/4/top_containers/63573: box 2005 809 ; 
/repositories/4/archival_objects/732824,AC107.07_c94,file,"Papageorgiou, Konstantinos",/repositories/4/top_containers/63769: box 2005 810 ; 
/repositories/4/archival_objects/732825,AC107.07_c95,file,"Papakonstantinou, Elissavet",/repositories/4/top_containers/63769: box 2005 810 ; 
/repositories/4/archival_objects/732826,AC107.07_c96,file,"Rizas, Sotirios",/repositories/4/top_containers/63574: box 2005 811 ; 
/repositories/4/archival_objects/732827,AC107.07_c97,file,"Stathi, Pinelopi",/repositories/4/top_containers/63770: box 2005 812 ; 
/repositories/4/archival_objects/732828,AC107.07_c98,file,"Stouraiti, Anastasia",/repositories/4/top_containers/63770: box 2005 812 ; 
/repositories/4/archival_objects/732829,AC107.07_c99,file,"Van Boeschoten, Geertrui",/repositories/4/top_containers/63575: box 2005 813 ; 
/repositories/4/archival_objects/732830,AC107.07_c100,file,"Hadjitryphonos, Evangelia",/repositories/4/top_containers/63915: box 2004 814 ; 
/repositories/4/archival_objects/732831,AC107.07_c101,file,"Aleksidze, Lela",/repositories/4/top_containers/63863: box 2006 815 ; 
/repositories/4/archival_objects/732832,AC107.07_c102,file,"Bessi, Benedetta",/repositories/4/top_containers/63863: box 2006 815 ; 
/repositories/4/archival_objects/732833,AC107.07_c103,file,"Boycheva, Yuliana",/repositories/4/top_containers/63863: box 2006 815 ; 
/repositories/4/archival_objects/732834,AC107.07_c104,file,"Chatzidimitriou, Athina",/repositories/4/top_containers/63917: box 2006 816 ; 
/repositories/4/archival_objects/732835,AC107.07_c105,file,"Clarke, Graeme",/repositories/4/top_containers/63917: box 2006 816 ; 
/repositories/4/archival_objects/732836,AC107.07_c106,file,"Clogg, Richard",/repositories/4/top_containers/63917: box 2006 816 ; 
/repositories/4/archival_objects/732837,AC107.07_c107,file,"Cosentino, Salvatore",/repositories/4/top_containers/63917: box 2006 816 ; 
/repositories/4/archival_objects/732838,AC107.07_c108,file,"Draenos, Speros",/repositories/4/top_containers/63771: box 2006 817 ; 
/repositories/4/archival_objects/732839,AC107.07_c109,file,"Fairey, Jack",/repositories/4/top_containers/63771: box 2006 817 ; 
/repositories/4/archival_objects/732840,AC107.07_c110,file,"Guran, Petre",/repositories/4/top_containers/63694: box 2006 818 ; 
/repositories/4/archival_objects/732841,AC107.07_c111,file,"Hirsch, Jennifer",/repositories/4/top_containers/63864: box 2006 819 ; 
/repositories/4/archival_objects/732842,AC107.07_c112,file,"Isabella, Maurizio",/repositories/4/top_containers/63864: box 2006 819 ; 
/repositories/4/archival_objects/732843,AC107.07_c113,file,"Karali-Giannakopoulos, Ioulia-Lilian",/repositories/4/top_containers/63864: box 2006 819 ; 
/repositories/4/archival_objects/732844,AC107.07_c114,file,"Kennedy, David",/repositories/4/top_containers/63982: box 2006 820 ; 
/repositories/4/archival_objects/732845,AC107.07_c115,file,"Liakos, Antonis",/repositories/4/top_containers/63865: box 2006 821 ; 
/repositories/4/archival_objects/732846,AC107.07_c116,file,"Muller, Vincent",/repositories/4/top_containers/63918: box 2006 822 ; 
/repositories/4/archival_objects/732847,AC107.07_c117,file,"Santarelli, Lidia",/repositories/4/top_containers/63772: box 2006 824 ; 
/repositories/4/archival_objects/732848,AC107.07_c118,file,"Trubeta, Sevasti",/repositories/4/top_containers/63695: box 2006 826 ; 
/repositories/4/archival_objects/732849,AC107.07_c119,file,"Volan, Angela",/repositories/4/top_containers/63695: box 2006 826 ; 
/repositories/4/archival_objects/732850,AC107.07_c120,file,"Yota, Elissavet",/repositories/4/top_containers/63919: box 2006 827 ; 
/repositories/4/archival_objects/732851,AC107.07_c121,file,"Kaliambou, Maria",/repositories/4/top_containers/63777: box 2007 832 ; 
/repositories/4/archival_objects/732852,AC107.07_c122,file,"Kourelis, Konstantinos",/repositories/4/top_containers/63778: box 2007 833 ; 
/repositories/4/archival_objects/732853,AC107.07_c123,file,"Levidis, Alexandros",/repositories/4/top_containers/63778: box 2007 833 ; 
/repositories/4/archival_objects/732854,AC107.07_c124,file,"Lyberatos, Andreas",/repositories/4/top_containers/63867: box 2007 834 ; 
/repositories/4/archival_objects/732855,AC107.07_c125,file,"Martin Cortes, Irene",/repositories/4/top_containers/63867: box 2007 834 ; 
/repositories/4/archival_objects/732856,AC107.07_c126,file,"Papadimitriou, Dimitrios",/repositories/4/top_containers/63577: box 2007 835 ; 
/repositories/4/archival_objects/732857,AC107.07_c127,file,"Papanikolaou, Dimitrios",/repositories/4/top_containers/63577: box 2007 835 ; 
/repositories/4/archival_objects/732858,AC107.07_c128,file,"Paradellis, Theodoros",/repositories/4/top_containers/63577: box 2007 835 ; 
/repositories/4/archival_objects/732859,AC107.07_c129,file,"Seraidari-Leonard, Katerina",/repositories/4/top_containers/63920: box 2007 837 ; 
/repositories/4/archival_objects/732860,AC107.07_c130,file,"Stroumsa, Gedaliahu",/repositories/4/top_containers/63920: box 2007 837 ; 
/repositories/4/archival_objects/732861,AC107.07_c131,file,"Aesopos, Ioannie",/repositories/4/top_containers/63579: box 2014 994 ; 
